Year,Month,Paper,Question,Part,Stimulus / Scenario,Question Text,Marks,Markscheme,Explanation
2021,November,22,5,c,US economy stimulus,Analyse why life expectancy may decrease.,6,Incomes may fall lowering living standards / reducing access to basic necessities; Reduction in healthcare e.g. limited access to medication; Reduction in education people may lead less healthy lives more smoking more 'junk food' less exercise; Rise in poor nutrition / malnutrition eating more low-quality food / people not having enough food; More pollution making people more susceptible to diseases; May be spread of new diseases / pandemics wars / civil unrest; Climate change may result in more natural disasters; More people employed in jobs with poor working conditions / more dangerous jobs resulting in more sickness / accidents.,
2021,November,22,5,d,US economy stimulus,Discuss whether or not supply-side policy measures can reduce inflation.,8,"Why they might: they may increase total (aggregate) supply, reducing cost-push inflation; they can allow total (aggregate) demand to increase without causing inflation; education and training can increase labour productivity, reducing labour costs; a cut in direct taxes may increase the incentive to be more productive and more innovative; labour market reforms may reduce power of trade unions and reduce rise in wages; subsidies can lower costs of production. Why they might not: privatisation does not always increase competition and so does not always lower prices; education and training can be expensive, may be in areas that are not in demand and will have a time lag; cuts in income tax may increase total (aggregate) demand as well as total (aggregate) supply; resource limitations / unable to increase productive capacity due to e.g. limited land available; inflation may be caused by rise in price of raw materials which have no domestic substitute e.g. oil.","Only accept lower interest rates, if linked to increasing total supply. Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2021,November,23,1,Stimulus,"Changing eating habits: obesity levels, rise of veganism in high-income countries, environmental effects of meat production, labour mobility and food demand changes",Source material about global food consumption and labour markets,-,,
2021,November,23,1,a,Eating habits stimulus,Calculate the number of obese people in the UK in 2016.,1,18.2 million / 18 200 000 / 18.2 × 10^6,Accept 18 million.
2021,November,23,1,b,Eating habits stimulus,Identify two reasons why the demand for vegan food has increased in the UK.,2,(concerns about) health; (concerns about) obesity; (compassion for) animal welfare; rise in income / getting richer / higher standard of living; advertising of vegan products; less consumption of meat,One mark each for each of two reasons.
2021,November,23,1,c,Eating habits stimulus,Explain one external benefit that may arise from eating less meat.,2,Healthy / less obese people are more productive / higher output / live longer / government can spend more on education and raise skills; Improved environment / air / water quality less greenhouse gases / pollution / people sick.,One mark for the external benefit identified and one mark for the explanation.
2021,November,23,1,d,Eating habits stimulus,Explain how food consumption in Senegal differed from the US in 2015.,4,Senegalese citizens consumed fewer calories consumed less than the recommended amount / US consumed more than the recommended amount; Senegalese may have suffered malnutrition US may have suffered from obesity; Senegalese had a healthier diet e.g. more fruit and vegetables; A higher proportion of the Senegalese diet consisted of cereals / grains because it was cheap; Senegalese citizens consumed less meat because it was expensive / low incomes; Senegalese citizens consumed less sugar and / or sweeteners; Senegalese consumed a higher proportion of fruit and / or vegetables; Senegalese consumed less added fats and / or oils.,Accept a response from the viewpoint of the US e.g. US citizens ate more meat.
2021,November,23,1,e,Eating habits stimulus,Analyse how an increase in labour mobility could improve the performance of a country’s trade in goods.,4,Labour markets will become more efficient workers become more skilled workers will move more easily between industries / become more occupationally mobile / respond quickly to changes in demand. Workers can move more easily from one place to another / become more geographically mobile. If demand for a product rises it will be easier to recruit new workers / fill vacancies more can be produced / supplied less need for imports import expenditure could fall more can be exported export revenue could rise.,
2021,November,23,1,f,Eating habits stimulus,Analyse how an increase in meat consumption could benefit African economies.,5,May reduce malnutrition / make people healthier make workers more productive / efficient improve quantity / quality of output lower costs of production more competitive internationally exports increase / imports reduce economic growth. Increase demand for vets and transport firms increase number of meat processing firms greater investment by firms will increase output raise employment raise incomes / standard of living. Reduces government spending on health care can spend more on education / unemployment benefits / infrastructure increasing skill levels / productivity.,
2021,November,23,1,g,Eating habits stimulus,Discuss whether or not an increase in Senegalese government spending will stop the country experiencing a recession.,6,Reasons why it might: Government spending part of total (aggregate) demand may increase total (aggregate) demand may offset fall in consumer expenditure this may encourage firms to produce more / attract new firms to set up employ more staff / lower (cyclical) unemployment earn more income purchase more goods and services; Government spending on education / training / healthcare infrastructure improves productivity make products more internationally competitive increasing total (aggregate) demand raising output; Government subsidies will lower costs of production encouraging firms to produce more. Reasons why it might not: May not be great enough to offset fall in investment business confidence may be low; firms may not increase output after being given government subsidies; Consumer expenditure may fall investment may not rise exports may fall if consumer confidence is low; May be global recession exports may fall; If taxes are raised to pay for the increase in government spending government borrows effect on total (aggregate) demand may be small; Higher spending on education / health / infrastructure may not result in increased workforce / greater productivity.,Award 1 mark for explanation of recession.
2021,November,23,1,h,Eating habits stimulus,Discuss whether or not emigration would reduce poverty in Senegal.,6,Reasons why it might: Workers' remittances may increase / emigrants may send money home to Senegal working abroad may enable them to provide more financial support for their families than working at home if wages are higher abroad; Unemployment may fall if potential emigrants could not gain work at home; Increase ability of people to gain skills / work experience increasing their ability to earn more can share those skills with workers when they return to Senegal; Emigration may move the country towards the optimum population if the country lacks resources this could increase income per head increasing ability to purchase basic necessities. Reasons why it might not: Skilled workers may leave the country reducing output discouraging MNCs reducing jobs reducing income; There will be fewer people to pay taxes lower tax revenue available to spend to reduce poverty e.g. on education; May be more dependents on the government if parents leave children and elderly relatives behind; Fewer workers in the population will make it harder to finance state pensions may reduce income of pensioners.,
2021,November,23,2,Stimulus,Russia population structure and retirement age; increasing role of price mechanism; indirect taxes to reduce market failure,Scenario about Russia’s economy,-,,
2021,November,23,2,a,Russia stimulus,Identify two reasons why a country may have more women than men in its population.,2,women living longer; more girls being born; fewer female emigrants or male immigrants; more female immigrants or male emigrants; more men killed in wars,
2021,November,23,2,b,Russia stimulus,Explain two advantages of raising the retirement age.,4,Reduction in pensions paid money could be spent for other purposes e.g. infrastructure; Increase in size of the labour force / increase in output / productive potential / GDP / reduction in firms' wage costs; Reduction in size of dependency ratio less burden on working population; Rise in tax revenue / improve budget position government can spend more on e.g. public sector wages; May increase health of the old work may be mentally challenging; People can work longer and earn more income / enjoy higher living standards; Older people have greater skills / more years of training can raise productivity / pass on skills to younger workers.,One mark each for each of two advantages identified and one mark each for each of two explanations.
2021,November,23,2,c,Russia stimulus,Analyse how the price mechanism answers the three key resource allocation questions.,6,Definition of price mechanism e.g. where forces of demand and supply determine the prices of goods and services in a market economy. What to produce the price mechanism acts a signal / the price mechanism acts as an incentive on what to produce rations goods and services price will rise for products in higher demand encouraging more to be made. How to produce e.g. more labour-intensive / more capital-intensive methods of production will be used if wages fall / if cost of capital goods fall. Who to produce for those whose services are most in demand will have the highest income will be able to buy the most.,
2021,November,23,2,d,Russia stimulus,Discuss whether or not indirect taxation can reduce market failure.,8,"Why it might: demerit goods are overconsumed and cause external costs; demerit goods and other products causing external costs can be taxed; indirect taxation on demerit goods can discourage their consumption; merit goods are under-consumed and create external benefits; indirect tax revenue can be used to subsidise or produce merit goods; public goods would not be produced by the private sector as they have the characteristics of non-rival and non-excludable; indirect tax revenue can be used to finance the production of public goods. Why it might not: difficult to measure external costs; demerit goods may be overtaxed, changing from being overconsumed to being under-consumed; demand for some demerit goods is price inelastic; indirect taxes may fall more heavily on the poor; demand may just shift to imports if other countries do not impose indirect tax or have lower tax rates; tax revenue may not be used to promote the consumption of merit and public goods.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2021,November,23,3,Stimulus,"South Africa unemployment, stable inflation, wage increases and inflation, proposal to attract multinational companies",Scenario about South Africa’s labour market and trade,-,,
2021,November,23,3,a,South Africa stimulus,Identify two ways unemployment is measured.,2,claimant count / claiming benefits; labour force survey / ILO measure / without a job and seeking work; formula for the unemployment rate / number of unemployed divided by labour force × 100 / through the unemployment rate; total labour force minus those currently employed,
2021,November,23,3,b,South Africa stimulus,Explain two ways an increase in wages can cause inflation.,4,Increase in wages may increase total (aggregate) demand / consumption causing demand-pull inflation; Increase in wages may increase costs of production causing cost-push inflation.,One mark each for each of two ways identified and one mark each for each of two explanations. Allow 1 mark if refer to prices rise but no mention of demand-pull or cost-push inflation
2021,November,23,3,c,South Africa stimulus,"Analyse, using a PPC, the opportunity cost to an economy of producing more consumer goods.",6,Diagram: Axes correctly labelled with capital / consumer goods; Curve drawn as a curve / line sloping downward to the axes; Movement along the curve / along the axes; Reduction in capital goods / increase in consumer goods shown by numbers or letters or arrows. Written analysis: Opportunity cost is the (next) best alternative forgone resources used to produce consumer goods cannot be used to produce capital goods. Producing more consumer goods now may mean fewer consumer goods in the future as there may be fewer capital goods to make them.,Up to 4 marks for the diagram and up to 2 marks for written analysis.
2021,November,23,3,d,South Africa stimulus,Discuss whether or not an increase in foreign MNCs will reduce a deficit on the current account of the balance of payments of a host country.,8,Why it might: MNCs tend to export a relatively high proportion of their output; may produce at a low cost of production / be efficient; may be internationally competitive; may produce products that were previously imported; may bring in new technology. Why it might not: may buy raw materials and capital goods from their home countries; MNC may send profits back to home country; workers / managers may send remittances back to home country; may eliminate firms in the host country that had a good export record; may deplete non-renewable resources reducing the ability to export in the long run.,"For level 3, an answer must look at both sides of whether a deficit on the current account would be reduced. Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2021,November,23,4,Stimulus,"Norway free trade expansion, floating exchange rate, employment changes requiring university degrees, increasing mergers between firms",Scenario about Norway’s economy,-,,
2021,November,23,4,a,Norway stimulus,Identify two benefits of free trade.,2,higher output / growth; higher income / living standards; more employment / more jobs; more choice / access to other markets; lower price; greater ability to take advantage of economies of scale / greater efficiency / specialisation; drives competition; better quality goods; stronger global co-operation,
2021,November,23,4,b,Norway stimulus,Explain two differences between a floating foreign exchange rate and a fixed foreign exchange rate.,4,A floating exchange rate is determined by market forces a fixed exchange rate is set by the government / central bank; A floating exchange rate can change on a day-to-day basis whereas a fixed exchange does not often change in value; A rise in the value of floating exchange rate is an appreciation / a fall in the value of a floating exchange rate is a depreciation a rise in the value of a fixed exchange rate is a revaluation / a fall in value of a fixed exchange rate is a devaluation; A floating exchange rate does not require a central bank to buy and sell the currency a fixed exchange rate needs reserves of foreign currency to maintain it.,One mark each for each of two differences identified and one mark each for each of two explanations.
2021,November,23,4,c,Norway stimulus,Analyse how a change in the pattern of employment in a country may change its average wage.,6,A higher proportion of skilled workers due to better education / training will raise the average wage / skilled workers tend to be highly paid. An increase in proportion of workers in the tertiary sector / smaller proportion of workers in the primary sector example of industry / as economy develops there tends to be more workers in the tertiary sector / fewer in the primary sector will tend to increase the average wage. A greater proportion of women workers change in social attitudes / anti-discrimination legislation may increase the average wage. A higher proportion of workers in the public sector may be better training / may be more fringe benefits / may be more job security may increase / reduce the average wage. A larger proportion of workers in the formal economy more likely to be represented by a trade union / will have legal rights may increase the average wage. Age older workers may be more experienced / in promoted posts may be better paid.,Allow up to 3 marks for why wages may change due to changes in demand and supply with reference to a particular industry. Note: answers must address a change in pattern of employment
2021,November,23,4,d,Norway stimulus,Discuss whether or not a government should stop firms merging.,8,Why it should: will have greater market share; may abuse greater market power; may become complacent; consumers may experience higher prices and lower quality; may engage in rationalisation; may increase unemployment; may experience diseconomies of scale. Why it should not: may innovate more; may provide consumers with lower prices and higher quality; may be more international competitive; may improve current account position; may increase economic growth; may experience economies of scale.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2021,November,23,5,Stimulus,"Vietnam industries becoming more competitive, increased division of labour, manufacturing growth",Scenario about Vietnam’s industrial development,-,,
2021,November,23,5,a,Vietnam stimulus,Define division of labour.,2,Workers specialising in particular tasks / repeating the same task; Breaking down production into different / separate tasks using different workers for the different tasks.,
2021,November,23,5,b,Vietnam stimulus,Explain two reasons why a loss-making firm may continue to produce.,4,May not expect the loss to last may think demand will rise / costs will fall in the future; May be subsidised by the government to e.g. promote social welfare / encourage consumption of merit goods / increase exports / respond to dumping by other countries; May lower prices to drive out competitors / increase market share raising price when successful; May accept losses in short-term in order to expand in long-term; May have high retained profits to allow for downturns in demand / cover the losses; May be a new firm in the process of growth / trying to survive; A firm's main objective may not be profit maximisation e.g. growing market share / charity / provides public goods.,One mark each for each of two reasons identified and one mark each for each of two explanations.
2021,November,23,5,c,Vietnam stimulus,Analyse the advantages that consumers may gain from a competitive market.,6,Wide choice of producers producing a similar product. Efficiency better quality greater choice of products firms may innovate as firms try to gain a larger share of the market. Lower price as firms try to beat competition increasing consumers' purchasing power / standard of living. Raise consumer sovereignty firms may respond quickly to changes in consumer demand.,
2021,November,23,5,d,Vietnam stimulus,Discuss whether or not an increase in a country’s manufacturing output will increase its economic development.,8,"Why it might: increase products available for households; increase capital goods enabling greater capacity; may raise incomes / profits; create employment; may promote growth of the other two sectors – greater demand for raw materials and greater demand for services e.g. insurance; may mean firms are getting larger – economies of scale, reduced average costs, increased exports; likely to have a higher value added than primary sector; greater stability in income than primary sector. Why it might not: may create pollution / reduce open spaces; jobs may have poor working conditions; employment may not rise if capital-intensive methods are used; opportunity cost / less resources used in primary and / or tertiary sectors; wages may be lower than tertiary sector; may reduce natural resources available for future; goods produced may be of poor quality / inefficiently produced / uncompetitive.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2022,March,22,1,Stimulus,"Bermuda economy: luxury tourism destination, ban on foreign fast-food chains, tax haven status, high GDP per head, large tertiary sector dominated by financial services, central-bank-type role of Bermudian Monetary Authority",Source material about Bermuda economy,-,,
2022,March,22,1,a,Bermuda stimulus,Calculate the number of Bermudian workers who were unemployed in 2018.,1,2345,
2022,March,22,1,b,Bermuda stimulus,Identify two reasons why demand for holidays in Bermuda may be price-elastic.,2,Luxury (not a necessity); expensive / high price,"If more than two reasons are given, consider the first three."
2022,March,22,1,c,Bermuda stimulus,State two reasons why a foreign MNC may want to operate in Bermuda.,2,Tax haven / no corporation tax; High GDP per head; High import tariffs; High literacy rate / skilled workers / educated workers; Low inflation.,"If more than two reasons are given, consider the first three."
2022,March,22,1,d,Bermuda stimulus,Explain two reasons why Bermuda has a higher level of economic development than many other countries.,4,Large tertiary sector jobs in the tertiary sector tend to be better paid / have better working conditions; High literacy rate a higher literacy rate will tend to increase employability / provide more choices / increase quality of jobs obtained / increase pay / increase skills / produce better quality products / may suggest a good level of education / raise productivity / increase output; Low population growth a lower population growth may mean that dependency ratio may be low / less stress on resources / more resources can be devoted to e.g. investment; High GDP per head a higher GDP per head can increase living standards / result in high consumer expenditure; High life expectancy which can reflect good health care / may mean high quality labour.,"One mark each for each of two reasons identified and one mark for each of two explanations. If more than two relevant reasons are identified, consider the first three and take the two which gain the highest marks. Note: no mark for high GDP, low unemployment or just e.g. population growth."
2022,March,22,1,e,Bermuda stimulus,Analyse the role of the Bermudian Monetary Authority (BMA).,4,Carries out (most) of the functions of a central bank; Acts as banker to the government receives tax payments / enables government to make payments / manages national debt / allows government to borrow and lend; Holds the country's reserves of foreign currency may use reserves to influence the value of Bermuda's currency / buy / sell currency; Carries out the government's monetary policy / keeps inflation low by changing interest rate / money supply.,Maximum of 2 marks for recognising functions (including carrying out the functions of a central bank) from the source material.
2022,March,22,1,f,Bermuda stimulus,Analyse the relationship between GDP per head and life expectancy.,5,"Overview: Generally, a positive relationship / the higher the GDP per head, the longer the life expectancy. Supporting evidence: Evidence in terms of an individual country or group of countries e.g. Monaco has the highest GDP per head and the longest life expectancy or e.g. the three countries with the highest GDP per head have the longest life expectancy evidence in terms of another country or group of countries e.g. Eswatini has the lowest GDP per head and the lowest life expectancy or e.g. Argentina, Bahamas and Eswatini have the lowest GDP per head and the lowest life expectancy. Exception: Argentina or Bahamas not in same order / reason for why difference may exist. Comments: Higher income allows more to be spent on healthcare better healthcare reduces illness / reduces death rate.",No marks for just stating the figures e.g. Monaco has a GDP per head of approximately $185 000 and a life expectancy of 90 years and Eswatini has a GDP per head of approximately $4000 and a life expectancy of 58.
2022,March,22,1,g,Bermuda stimulus,Discuss whether or not Bermudian government policy measures designed to reduce unemployment would increase the inflation rate.,6,Reasons why they might: Expansionary fiscal and/or monetary policy measures example of a measure could increase total demand / increase spending higher total demand could cause demand-pull inflation if total (aggregate) demand exceeds total (aggregate) supply / there is limited or no spare capacity; Shortage of unemployed workers / lower unemployment could push up wage rates / incomes higher output could push up costs of raw materials and cost of capital goods higher costs of production could cause cost-push inflation. Reasons why they might not: Supply-side policy measures could raise productivity example of a measure higher productivity could reduce costs of production total supply could increase to match higher total demand / productive potential/capacity could increase avoid / reduce cost-push inflation; Expectations of future inflation could be low resulting in e.g. lower wage claims; Unemployment rate is at 7% not at full employment unemployed workers may be willing to work at existing wage rates there is some spare capacity; Inflation rate is low and so expectations of inflation may be low; Expansionary demand-side policy measures may just result in higher savings.,
2022,March,22,1,h,Bermuda stimulus,Discuss whether or not higher indirect taxes can reduce the market failure caused by demerit goods.,6,"Reasons why they might: Demerit goods are more harmful than consumers realise / are harmful / consuming less would make people healthier they usually have negative external costs examples include fast food, alcohol and tobacco; Demerit goods are overconsumed and overproduced higher indirect taxes will impose an extra cost / raise cost of production which may lower output / supply be likely to raise price which is likely to reduce consumption lower consumption/lower output/lower supply may move output to a point where social costs equal social benefits; May raise tax revenue which can be spent on campaigns to reduce e.g. smoking. Reasons why it might not: It may be difficult to change consumers' behaviour / spending patterns some demerit goods are addictive those with high incomes may not be affected by a rise in price demand for demerit goods may be inelastic; Producers may not pass on price rise to consumers / products may be sold on an illegal market to avoid fall in demand; It can be difficult to determine the output of demerit goods which will avoid market failure the output where social cost will equal social benefit.",Examples of demerit goods may be rewarded in why might or why might not.
2022,March,22,2,Stimulus,"South Africa recession and unemployment, falling exchange rate, debate about tariffs to protect infant industries",Scenario about South Africa economy,-,,
2022,March,22,2,a,South Africa stimulus,Define frictional unemployment.,2,Workers in between jobs / caused by a delay between workers moving from one job to another job; temporary / short term unemployment; Seasonal / casual / search / voluntary unemployment; Unemployment that exists when there is full employment.,
2022,March,22,2,b,South Africa stimulus,Explain why an infant industry may need protection.,4,New industries need time / potential to grow / to survive / to establish themselves / to build up a reputation / lack resources need time to take advantage of economies of scale / may be competing with foreign firms which are more able to take advantage of economies of scale economies of scale lower costs / foreign firms may have lower costs. Lower costs may reduce price the infant industry can charge make the infant industry more competitive / be able to compete / foreign firms may be more competitive / foreign firms may drive the infant industry out of business. The growth of infant industry may increase employment / elimination may increase unemployment growth of infant industry may reduce imports / increase exports / promote domestic products / elimination of infant industry may increase imports / reduce exports growth of infant industry may increase economic growth / elimination of infant industry may reduce economic growth.,
2022,March,22,2,c,South Africa stimulus,Analyse how a fall in a country’s foreign exchange rate could reduce a deficit on the current account of its balance of payments.,6,Deficit occurs when debit items including imports on the current account of the balance of payments exceed credit items including exports. Fall in the exchange rate would reduce price / value of the currency / depreciation / devaluation has occurred this would reduce the price of exports increase price of imports make exports more competitive / imports less competitive demand for exports is likely to rise / exports increase increase export revenue / money flowing into the country demand for imports is likely to fall / imports reduce / switch from imports to domestically produced products reduce import expenditure / reduce money flowing out of the country increase net exports if demand is price-elastic. Value of remittances / money sent home may rise increasing secondary income.,Accept imports exceed exports for understanding of a deficit on the current account of the balance of payments for the first mark.
2022,March,22,2,d,South Africa stimulus,Discuss whether or not a reduction in income tax will end a recession.,8,Why it might: increase disposable income; increase consumer expenditure; increase investment (spending on capital goods); increase total (aggregate) demand; increase employment; raise GDP. Why it might not: lack of confidence people save more; more could be sold from stocks / inventory; workers may work fewer hours keeping disposable income unchanged; people may spend more on imports; people may still delay spending if prices are falling; may reduce tax revenue and government spending on e.g. education.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2022,March,22,3,Stimulus,"New Zealand small firms, minimum wage policy, rising income per head but continued poverty for some households",Scenario about New Zealand economy,-,,
2022,March,22,3,a,New Zealand stimulus,Define diseconomies of scale.,2,Higher average costs of production as a result of a larger scale of production / growing too large / internal diseconomies of scale affect a firm whereas external diseconomies of scale affect an industry.,
2022,March,22,3,b,New Zealand stimulus,Explain two reasons why a high-income household may borrow more than a low-income household.,4,"Banks may be more willing to lend to them more confident of being repaid; Banks may charge a low interest rate as a high-income household may borrow a larger amount; High-income households may be more confident of being able to repay the loan / able to repay the loan quickly may expect income to rise / have greater job security; High-income households may have significant wealth / assets able to offer collateral; High-income households may borrow for a big-ticket items / luxuries e.g. to buy an expensive house, expensive car, to pay for children's education / to increase / maintain status / living standards.",One mark for each of two reasons identified and one mark for each explanation. Note: the focus here is on households not firms. Nothing for just high-income households spend more.
2022,March,22,3,c,New Zealand stimulus,"Analyse, using a diagram, the effect of an increase in output on average fixed cost (AFC) and total fixed cost (TFC).",6,Diagram: Axes correctly labelled: costs and output; TFC horizontal line; AFC downward sloping; Curves correctly labelled: TFC / FC and AFC. Written analysis: A higher output will have no effect on total fixed cost / fixed costs do not change with output in the short run / fixed costs have to be paid even when output is zero; Average fixed cost will fall with output / as the same cost figure is divided by a higher output / AFC is TFC divided by output.,Up to 4 marks for the diagram and up to 2 marks for written analysis. Do not reward a demand / supply / demand and supply or PPC diagram.
2022,March,22,3,d,New Zealand stimulus,Discuss whether or not the introduction of a national minimum wage will reduce poverty.,8,"Why it might: low-paid workers may be better paid; higher income may enable people to buy basic necessities; reduce absolute poverty; pay gap between high-income and low-income workers may be reduced, lower relative poverty; higher pay may increase spending, creating more jobs and income; higher tax revenue may enable the government to spend more on reducing poverty; higher wages may increase productivity which could encourage firms to hire more workers. Why it might not: may be set below current low pay and so have no effect; may result in some workers losing their jobs; unemployed will have lower income; may discourage MNCs operating in the country; does not help people who are poor because of age, unemployment or sickness; may result in inflation, leaving purchasing power / real wages unchanged.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2022,March,22,4,Stimulus,"Botswana labour market changes, net migration patterns, rising female labour participation, low household saving",Scenario about Botswana economy,-,,
2022,March,22,4,a,Botswana stimulus,Identify two reasons why immigration may increase.,2,higher income / better living standards (in the country) / lower income abroad; more job opportunities (in the country) / fewer job opportunities abroad; better working conditions (in the country) / worse working conditions abroad; better education (in the country) / worse education abroad; better healthcare (in the country) / worse health care abroad; lower cost of living / higher cost of living abroad; lower taxes / higher taxes abroad; lower immigration controls; wars / famine / political unrest / natural disasters abroad.,Accept e.g. higher income on its own. If mention e.g. lower income must link to other countries / abroad.
2022,March,22,4,b,Botswana stimulus,Explain two consequences of unemployment.,4,Lower output / lower GDP / lower economic growth / producing below full capacity inefficient use of resources / unused resources / lower exports; Lower income / lower wages / lower GDP per head causing a rise in poverty / reduction in ability to buy basic necessities / fall in living standards / lower development; Lower total (aggregate) demand lower inflation / deflation; Lower tax revenue from (direct and indirect taxes) due to lower income / reduction in government spending; Increased government spending on unemployment benefits opportunity cost / spending less on e.g. healthcare; Reduction in household spending on education / healthcare reduce living standards / life expectancy; Unemployed workers may lose skills / become out of date with new technology make it more difficult to gain employment; Unemployed workers may experience depression / low self-worth worsen health; Possibility of a rise in crime government may have to spend more on reducing crime / crime lowers people's quality of life.,One mark for each of two consequences identified and one mark for each explanation.
2022,March,22,4,c,Botswana stimulus,Analyse why more women may join a country’s labour force.,6,Rise in pay better job opportunities due to a fall in discrimination change in social attitudes; Improvements in education for girls more female graduates / higher literacy higher productivity / skills higher demand for women workers; Rise in tertiary sector employment higher proportion of women employed in the tertiary sector; Fall in birth rate reduction in dependents / dependency ratio rise in availability of childcare making it easier to combine work and parenthood; Increase in population size more women available to seek work; Reduction in male workers due to e.g. emigration of male workers; Rise in part-time employment / increase in holidays / rise in flexible hours / increase in opportunity to work from home allowing women to combine work with bringing up a family; More women may need / want to support their families financially due to e.g. rise in cost of living / male workers losing their jobs / increase in divorce; May be government measures to encourage women to join the labour force; Rise in job security improvement in working conditions / fringe benefits.,
2022,March,22,4,d,Botswana stimulus,Discuss whether or not a government should encourage an increase in saving.,8,"Why it should: will reduce spending which can reduce demand-pull inflation; lower spending may reduce imports, improving the current account balance; will provide finance for investment; will provide a 'safety net' for households and firms; may be used to finance children's education and / or family's healthcare; may provide income when retired. Why it should not: may reduce total demand leading to lower economic growth; may increase unemployment; may increase the deficit on the current account if the country saves more than it invests; may reduce tax revenue; may reduce the incentive for people to work if interest rates are very low; may be inflationary if saving reduces output.","Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2022,March,22,5,Stimulus,Ghana cocoa production and global chocolate industry; possible monopoly formation from merger of a large US chocolate firm,Scenario about Ghana and chocolate industry,-,,
2022,March,22,5,a,Ghana stimulus,Define the economic problem.,2,Finite / limited resources unlimited / infinite wants; Wants exceeding resources; Scarcity.,
2022,March,22,5,b,Ghana stimulus,Explain whether land is mobile.,4,Most land is geographically immobile fixed in one place / cannot move from one place to another place; Some forms of land e.g. wildlife can be moved from one place to another; Land is occupationally mobile capable of changing its use / e.g. land can be used for farming or housing.,
2022,March,22,5,c,Ghana stimulus,Analyse the causes of a shift to the right in the supply curve of chocolate.,6,A shift to the right of the supply curve means that more will be supplied at each and every price / supply has increased due to a non-price factor / influence. Lower costs of production due to any cause (other than tax or subsidy) e.g. lower wages / higher productivity / lower transport costs. Subsidy providing an additional income / effectively lowering costs / providing a financial incentive. Advances in technology increasing output per unit of resource / increase efficiency / raise productivity of capital. Good harvest of cocoa / raw material perhaps due to improvement in weather conditions / improvements in fertilisers reducing price of raw material increasing supply of raw material. Lower tax on chocolate / lower indirect tax / lower corporate tax making it more profitable to produce. Fall in price / rise in cost of production / fall in profitability of another product produced by chocolate firms encouraging the switch of some resources to chocolate production.,Note: no marks for a diagram.
2022,March,22,5,d,Ghana stimulus,Discuss whether or not consumers would benefit from a firm becoming a monopoly.,8,Why they might: a monopoly may have lower average costs of production due to economies of scale; lower costs of production may result in lower prices; a monopoly may have larger profits which can be spent on R&D; higher R&D can improve the quality of the product; may be a state-owned monopoly which seeks to increase social welfare. Why they might not: monopoly may use market power to increase price; lack of competition may reduce pressure to improve quality; consumers will have less choice; there may be a lack of availability if the monopoly restricts supply to drive up price; a monopoly may have higher average costs due to diseconomies of scale.,"Levels of response: Level 3 (6-8 marks) for reasoned discussion examining both sides; Level 2 (3-5 marks) for reasoned discussion, may be one-sided; Level 1 (1-2 marks) for simple attempt."
2022,June,21,1,Stimulus,"Cyprus economy: rising life expectancy and GDP per head, grape market shortage, ageing workforce, retirement age debate, budget surplus but current account deficit, low interest rates, increasing capital-intensive production",Source material about Cyprus economy,-,,
2022,June,21,1,a,Cyprus stimulus,Calculate the number of births in Cyprus in 2019.,1,12 240,
2022,June,21,1,b,Cyprus stimulus,Identify two indicators of living standards.,2,GDP per head / per capita; HDI; Life expectancy / healthy people; Proportion of people in primary sector; Level of education / qualifications,Do not reward GDP
2022,June,21,1,c,Cyprus stimulus,State why the global market for grapes was in disequilibrium in 2019.,2,Bad weather / failure of the grape harvest there was a shortage which means demand exceeded supply.,
2022,June,21,1,d,Cyprus stimulus,Explain two reasons why more well-educated workers tend to work past retirement age than less-educated workers.,4,Well-paid / good work benefits which provides an incentive to work for longer / high job satisfaction / enter workforce late; Healthy and so more able to work for longer / remain productive; Work in jobs which do not require physical strength / less tiring older workers tend to be less strong / allows them to continue working as long as remain fit.,One mark for each of two reasons identified and one mark for each explanation.
